split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9991857930939704,0.9989019033674963,0.9989019309171046,0.9989019033674963,0.009410914231099562
test,0.5233544962636418,0.7111447024872887,0.6967758314042379,0.7111447024872887,2.7397410438637824
