split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,0.7053571428571429,0.6994506866416978,0.7053254958941505,0.7053571428571429,0.713584566975195,0.6666666666666666,0.88,0.6174496644295302,0.9197315436241611,0.6601941747572816,0.5666666666666667,0.9451219512195121,0.9681910569105692,0.7891156462585034,0.651685393258427,1.0,0.9747815230961299,0.0,0.0,1.0,,0.9542347078769534,0.6757893008845193
test,0.7094188376753507,0.6657608695652174,0.6076991445350457,0.7094188376753507,0.6616917982827816,0.6585365853658537,1.0,0.6153846153846154,0.929019129019129,0.9748743718592965,1.0,0.9875621890547264,0.9997691952608093,0.7973856209150327,0.6630434782608695,1.0,0.9262422360248448,0.0,0.0,1.0,0.4326343836886006,0.821916235998346,1.327544869784124
