,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08333071,0.08333891,0.08326409,0.08334125,0.083306916,0.08348274,0.0833372,0.08336071,0.083332576,0.08334151,0.083289266,0.08327463
AMI,2.3738808e-06,2.3753514e-06,2.3750492e-06,2.3791818e-06,2.3769549e-06,2.3826392e-06,0.2503181,0.25015825,0.24997815,0.24952723,2.3714967e-06,2.3720936e-06
IMI,6.2706965e-07,6.2688275e-07,0.33335224,0.33330557,0.3333405,6.268141e-07,6.2628726e-07,6.2625395e-07,6.2639396e-07,6.267293e-07,6.2724354e-07,6.273499e-07
LMI,0.24996607,0.25002566,2.3809455e-06,2.382427e-06,2.3819757e-06,2.3811351e-06,2.3835005e-06,2.3826672e-06,2.3819848e-06,2.3819716e-06,0.25000864,0.24997991
