split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9753591505389497,0.9868252516010979,0.9868544364935443,0.9868252516010979,0.060143193457367655
test,0.7785850729614823,0.7457743575649306,0.7442141028034902,0.7457743575649306,0.902076115118636
