strategy,avg_test_main_macro_f1,std_test_main_macro_f1,avg_test_main_micro_f1,std_test_main_micro_f1,avg_test_main_weighted_f1,std_test_main_weighted_f1,avg_test_accuracy,std_test_accuracy,avg_test_balanced_accuracy,std_test_balanced_accuracy,avg_test_macro_auc,std_test_macro_auc,avg_test_loss,std_test_loss,best_fold_for_strategy
full_finetune,0.859578310772014,0.01648077029837324,0.8599605522682445,0.017969297000284618,0.8583253009258069,0.017357779066151463,0.8599605522682445,0.017969297000284618,0.8588407017250571,0.017399211748266166,0.9682309964188598,0.0074529980431444045,0.7240697357487631,0.1058310710582773,1
partial_finetune,0.7322000954545796,0.12604929006572532,0.7601577909270217,0.09775359651815135,0.750479929012966,0.10734627557940063,0.7601577909270217,0.09775359651815135,0.725117638971245,0.12463842265596473,0.960978181500715,0.015266299051305625,0.6302359281677231,0.23892208160656808,5
frozen_backbone,0.6931658838883953,0.02377578809315406,0.7333333333333334,0.02360280126493347,0.7190729719792919,0.022838927278107764,0.7333333333333334,0.02360280126493347,0.6768220634096072,0.023169711681643033,0.9578025017031573,0.004518498857181174,0.5453577351993357,0.020948757543802984,4
no_pretrain,0.6889598935288312,0.05604777263227784,0.7325443786982249,0.03754276091261576,0.7187450890732812,0.045541881204257374,0.7325443786982249,0.03754276091261576,0.6788893873112345,0.04752410077839412,0.938777520951529,0.017912537309059673,0.9885830247190578,0.3182291993138763,2
