split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9997287036980982,0.9996340347666972,0.9996340407642492,0.9997451340292914,0.9999947403620001,0.9996340347666972,0.004128352985644147
test,0.7708753230953626,0.6976776144015391,0.7037774973881448,0.773653669716529,0.8854337260311027,0.6976776144015391,3.5939398448067617
