split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9992023886367771,0.9989019033674963,0.9989020431662422,0.9990994070707067,0.9999644102282124,0.9989019033674963,0.011973755989445424
test,0.8166619260116257,0.765974989693555,0.7611637211891518,0.8414182858650763,0.9371382429706621,0.765974989693555,2.3144229494516235
