split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,0.804922515952598,0.7413780050655925,0.6609799758365804,0.804922515952598,0.8268441721433046,0.8998184342625227,0.838141663350577,0.9199871465295629,0.9547210865964848,0.5391912131802297,0.7803468208092486,0.938181526619628,0.9561414099374507,0.4768661320172733,0.657312925170068,0.8921421421421422,0.8619640757537583,0.7280441238862961,0.6897106109324759,0.9786073825503355,0.951883739938281,0.9311775780564937,0.5089628762910519
test,0.7921954555817311,0.7234233087104525,0.6540159855676568,0.7921954555817311,0.8134107163681881,0.8866931586295779,0.8285828984343637,0.8741784037558685,0.9406902564411852,0.5268817204301075,0.7434971098265896,0.9401219218737467,0.9466895059604757,0.4789260969976905,0.6609561752988048,0.8841145833333334,0.8752282536520585,0.7235629662132514,0.6606570512820513,0.9826630845436991,0.9544186658690845,0.929256670480701,0.5203196025721815
