split,label,internal_label,f1_score
val,NORM,Normal,0.8986784140969163
val,AMI,Anterior,0.8795180722891566
val,IMI,Inferior,0.8248587570621468
val,LMI,Lateral,0.7811158798283262
test,NORM,Normal,0.8306451612903226
test,AMI,Anterior,0.8117647058823529
test,IMI,Inferior,0.7972665148063781
test,LMI,Lateral,0.7515923566878981
