split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_Normal,sensitivity_Normal,specificity_Normal,auc_Normal,f1_Anterior,sensitivity_Anterior,specificity_Anterior,auc_Anterior,f1_Inferior,sensitivity_Inferior,specificity_Inferior,auc_Inferior,f1_Lateral,sensitivity_Lateral,specificity_Lateral,auc_Lateral,macro_auc,loss
val,0.8408163265306122,0.8436778596406761,0.8460427808191364,0.8408163265306122,0.8405012818399841,0.8986784140969163,0.8225806451612904,0.9972677595628415,0.9942490745637229,0.8795180722891566,0.9125,0.9682926829268292,0.9932926829268293,0.8248587570621468,0.9605263157894737,0.834319526627219,0.9764676113360323,0.7811158798283262,0.6791044776119403,0.9775280898876404,0.9755576052322656,0.9848917435147126,0.389325255763774
test,0.8007889546351085,0.7717603159167097,0.7978171846667379,0.8007889546351085,0.8016657460658159,0.8306451612903226,0.7304964539007093,0.9890710382513661,0.991163818160679,0.8117647058823529,0.711340206185567,0.9902439024390244,0.9720643701282373,0.7972665148063781,0.9510869565217391,0.7523219814241486,0.9392414860681114,0.7515923566878981,0.6941176470588235,0.9691943127962085,0.9687482575968777,0.9678044829884764,0.49011923857694545
