fold,strategy,epoch,train_loss,val_loss,train_macro_f1,val_macro_f1,learning_rate,epoch_time,L_BCE,L_ALPA,L_territory,L_exclusive,L_consistency
3,partial_finetune,1,1.202539193798119,1.0860197703603287,0.6390259385941855,0.7454171516468726,0.0005,0.7178928852081299,0.42589761813481647,1.7815375824769337,0.4653846124807994,0.1266128271818161,0.003908142292251189
3,partial_finetune,2,0.9749665235129881,0.9488267499796101,0.7403005304321093,0.7788482782296577,0.0005,0.714127779006958,0.32058004041512805,1.7746646106243134,0.36898624897003174,0.0767506758371989,0.003225960157578811
3,partial_finetune,3,0.8777046581389198,0.9058853026846765,0.7503460491595504,0.7850961538461538,0.0005,0.7171752452850342,0.2887374758720398,1.769190748532613,0.3247455209493637,0.048120820273955665,0.0019756080970788994
3,partial_finetune,4,0.8224774876110991,0.9203836817136952,0.7848046433819962,0.7695091945091945,0.0005,0.7162990570068359,0.3089814633131027,1.7690062721570332,0.32784704864025116,0.04840820313741764,0.0020750658586621284
3,partial_finetune,5,0.7929359817169082,0.9183393821749889,0.7949920164397855,0.7796703862982638,0.0005,0.7166998386383057,0.2946465363105138,1.765559583902359,0.31740189095338184,0.04240547399967909,0.0009693670047757527
3,partial_finetune,6,0.7652312097415118,0.9512675971212522,0.8297126450461697,0.7826126742110349,0.0005,0.7145512104034424,0.31339727342128754,1.761473834514618,0.34345121184984845,0.039672200878461204,0.001012852609468003
3,partial_finetune,7,0.7593419367158917,0.9540148983958742,0.7847585480105004,0.7854462821213778,0.0005,0.7154364585876465,0.3086117034157117,1.762114425500234,0.3428355008363724,0.03641975981493791,0.0009958915373620887
3,partial_finetune,8,0.7227840003832965,0.9973160557343926,0.7917179978942764,0.7790731618317825,0.0005,0.7175347805023193,0.33660977085431415,1.7620347440242767,0.376246377825737,0.041318235297997795,0.0009886935780135293
3,partial_finetune,9,0.6917287707328796,0.9822583679162281,0.8788557502231125,0.7769475228161669,0.00025,0.7137949466705322,0.3231329247355461,1.7589154144128163,0.35967668145895004,0.02876194038738807,0.0009500471302696193
3,partial_finetune,10,0.6755517821916392,1.0208064666096592,0.8595236522352144,0.7839551577454803,0.00025,0.7115015983581543,0.3510369559129079,1.757890562216441,0.38559656838576,0.03345817451675733,0.0010061621287604794
3,partial_finetune,11,0.6835749703393855,1.0154748961959086,0.8588639166156614,0.7777922370027633,0.00025,0.7168114185333252,0.3783020079135895,1.7609103322029114,0.3875267257293065,0.035108477187653385,0.0012922612174103658
3,partial_finetune,12,0.662184261100393,1.018299092079552,0.8459550488174812,0.7769637769637769,0.00025,0.7128393650054932,0.34331611295541126,1.7589155932267506,0.38022466003894806,0.026552942891915638,0.0010657125482490908
3,partial_finetune,13,0.6695910431969334,0.9991342404358824,0.8553437705342786,0.7758232052006784,0.00025,0.7146918773651123,0.3518902709086736,1.7585107684135437,0.38209060331185657,0.04217385686933994,0.001054819964338094
3,partial_finetune,14,0.6416916351922801,1.020456593641093,0.8836947286557865,0.7777632667276131,0.00025,0.7164037227630615,0.36105318864186603,1.759352554877599,0.3929776797691981,0.038068811719616256,0.001171371831636255
3,partial_finetune,15,0.6255521010345136,1.0034718610031503,0.8870404981193262,0.786376658312832,0.000125,0.7147157192230225,0.34356506665547687,1.757544497648875,0.3794136295715968,0.030015062540769577,0.0012310763413552195
3,partial_finetune,16,0.6279055375448415,1.0144340920616204,0.8872027514347316,0.780926913549586,0.000125,0.716778039932251,0.35204218824704486,1.757389525572459,0.387416938940684,0.032909455709159374,0.001253947363390277
3,partial_finetune,17,0.6100194714438747,1.023742785756017,0.8633841966006955,0.7751107468337137,0.000125,0.7153205871582031,0.37065864602724713,1.7567630608876545,0.4002832422653834,0.03647009190171957,0.0011792508497213323
3,partial_finetune,18,0.605023100342549,1.0315151050896711,0.8823099712787102,0.7861515711685491,0.000125,0.7167360782623291,0.3695530742406845,1.756532371044159,0.40295180181662243,0.03547132511933645,0.0011006413163462032
3,partial_finetune,19,0.6279404843357247,1.021771914522413,0.8921665745931637,0.7824875986479884,0.000125,0.7206032276153564,0.3541664083798726,1.7568489213784535,0.3911727964878082,0.033180118848880134,0.0010466173795672755
3,partial_finetune,20,0.6199946697329132,1.0259242360021028,0.9023082394498165,0.7814285714285715,0.000125,0.7144865989685059,0.37918218473593396,1.7585772275924683,0.39876749614874524,0.03425373509526253,0.0011033638729713857
3,partial_finetune,21,0.5991496217082923,1.0224632230443014,0.9122207119410721,0.7793233082706768,6.25e-05,0.7095105648040771,0.36559640367825824,1.7572246591250102,0.39335645238558453,0.035268381237983704,0.0011062353199425463
3,partial_finetune,22,0.6023879512934618,1.0286864222775043,0.8710552570510697,0.7869805640992081,6.25e-05,0.7180101871490479,0.36399369935194653,1.7568473021189372,0.3946102062861125,0.03443122593065103,0.0010403070530931775
3,partial_finetune,23,0.6048652974652572,1.0291511899148915,0.881696669738782,0.78520363681654,6.25e-05,0.7156336307525635,0.37529711922009784,1.7571376661459606,0.39754071334997815,0.03291119200487932,0.0010848741900796692
3,partial_finetune,24,0.6002551384375129,1.033339519735793,0.9022774730226244,0.7826123815320406,6.25e-05,0.7123751640319824,0.375236913561821,1.7553410927454631,0.39819661279519397,0.033402341728409134,0.0010523851281808068
3,partial_finetune,25,0.5907097022298357,1.0410261393432887,0.8772463949621794,0.7861515711685491,6.25e-05,0.7133116722106934,0.38719023764133453,1.7548990845680237,0.405187909801801,0.03196217119693756,0.0010961306591828663
3,partial_finetune,26,0.5897242057491356,1.0437792829224761,0.8713870440665896,0.7861515711685491,6.25e-05,0.7184298038482666,0.38945262134075165,1.7553777893384297,0.4069254497687022,0.030734165261189144,0.0010832182597368956
3,partial_finetune,27,0.5909172212573844,1.0492577678720716,0.8696431964854382,0.7897543280607796,3.125e-05,0.7130353450775146,0.38639987508455914,1.7553593118985493,0.40796107053756714,0.031026992946863174,0.001068418991053477
3,partial_finetune,28,0.5897095547595494,1.0485231246746762,0.8876354716833798,0.7897543280607796,3.125e-05,0.7129738330841064,0.3843055417140325,1.7546553115049999,0.40696189800898236,0.03102920576930046,0.0010454061557538807
3,partial_finetune,29,0.5879528048172803,1.054630242602926,0.9091475239057426,0.7874509474679253,3.125e-05,0.7170844078063965,0.39603350063165027,1.7541852792104085,0.41194763282934826,0.029405308266480763,0.0010845923097804189
3,partial_finetune,30,0.5944805909210528,1.0562792693225431,0.8974692052760161,0.7874509474679253,3.125e-05,0.7156529426574707,0.39496884246667224,1.7543046673138936,0.4121587673823039,0.03036940408249696,0.001080138764033715
3,partial_finetune,31,0.5701383998696233,1.048387757489379,0.909225244466883,0.7850063581589293,3.125e-05,0.7068724632263184,0.3872290054957072,1.7546547849973042,0.40711190303166706,0.030657063859204452,0.0010156276208969455
3,partial_finetune,32,0.5880274373880574,1.0464289717271293,0.8915911250401916,0.7850063581589293,3.125e-05,0.7148895263671875,0.38734959562619525,1.7543762028217316,0.4063304165999095,0.030433401465415955,0.0010166381835006177
3,partial_finetune,33,0.5828375136348564,1.0494778727141905,0.8943739028850058,0.7874509474679253,1.5625e-05,0.7112932205200195,0.3941493531068166,1.7547313769658406,0.40924053887526196,0.0286635955174764,0.0010507330201410998
3,partial_finetune,34,0.5687915435139562,1.052830588649696,0.920421175474383,0.7874509474679253,1.5625e-05,0.7119660377502441,0.3965470890204112,1.7546003858248393,0.41148550311724347,0.028432419523596764,0.0010369174415245652
3,partial_finetune,35,0.5823744027547433,1.0532239973545074,0.9080311460414756,0.7874509474679253,1.5625e-05,0.7112977504730225,0.3967917611201604,1.754438857237498,0.41150687138239544,0.028055900086959202,0.0010381544125266373
3,partial_finetune,36,0.5791412868969877,1.054608489006338,0.895459164818921,0.7874509474679253,1.5625e-05,0.7160649299621582,0.3986399571100871,1.7553097208340962,0.4125094413757324,0.027892374123136204,0.001051555183948949
3,partial_finetune,37,0.5687946450542396,1.0599712842786815,0.9187530487520444,0.7869760608417595,1.5625e-05,0.7161190509796143,0.40538377563158673,1.7552467286586761,0.41646718482176465,0.02714066735158364,0.001084045604026566
3,partial_finetune,38,0.5908095500838588,1.0581268470891765,0.9104215991286868,0.7843667674969529,1.5625e-05,0.7101056575775146,0.40338244537512463,1.7541630665461223,0.41526729861895245,0.027889018257459004,0.0010873816208913922
