split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.676431910568436,0.8405372167248976,0.7337862876610306,0.9360477357693948,0.8264965056213917
test,0.6734841309307094,0.8326731362090409,0.7198528694950834,0.9366363840465313,0.820237100083593
