,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08328043,0.08332301,0.08326405,0.08336112,0.083314724,0.08329464,0.083432175,0.083362825,0.08336355,0.08336725,0.083331205,0.08330174
AMI,0.0073054805,0.007313994,0.007303462,0.0073197763,0.0073119802,0.007314751,0.23556381,0.23564339,0.2353687,0.23493083,0.0073119863,0.0073081753
IMI,0.0060323197,0.0060367947,0.31491855,0.3155553,0.3152071,0.0060429433,0.0060417634,0.0060354304,0.0060304287,0.006028722,0.006029284,0.0060302117
Lateral-involved,0.14679879,0.14675224,0.061598744,0.06158008,0.06157313,1.0045294e-07,0.061569992,0.06150858,0.061492532,0.0435688,0.1467624,0.14679424
