split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,0.9000877822998963,0.572296941132651,0.5883222825526069,0.9000877822998963,0.8958572818882845,0.9418756341498767,0.9569955817378498,0.6739130434782609,0.935704053024168,0.69221260815822,0.6682577565632458,0.9811853245531514,0.9611607989358625,0.7192008879023307,0.6639344262295082,0.9758742206560044,0.9521647456796927,0.0,0.0,1.0,0.6404988460726428,0.8723821109280916,0.29739207061925194
test,0.9054114038981478,0.5705132777666663,0.5935239991014927,0.9054114038981478,0.9005292098497201,0.9476280000976633,0.9660012942406292,0.6884057971014492,0.9466349117696498,0.7196597971867844,0.6594724220623501,0.9874962142517199,0.9621329198917508,0.7068081991215227,0.6565793947636859,0.9728937728937729,0.9517295735546331,0.0,0.0,0.9999595108915702,0.7063305452760917,0.8917069876230314,0.2834273922359687
