split,label,internal_label,f1_score
val,NORM,Normal,0.832579185520362
val,AMI,Anterior,0.8253968253968254
val,IMI,Inferior,0.7692307692307693
val,Lateral-involved,Lateral,0.6826923076923077
test,NORM,Normal,0.75
test,AMI,Anterior,0.8228571428571428
test,IMI,Inferior,0.7305122494432071
test,Lateral-involved,Lateral,0.47761194029850745
