split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,1.0,1.0,1.0,1.0,0.004532510835490642
test,0.8855627398239365,0.8777555110220441,0.87643495165378,0.8777555110220441,0.5850312543999336
