split,label,internal_label,f1_score
val,NORM,Normal,1.0
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9836065573770492
val,Lateral-involved MI,Lateral,0.9812734082397003
test,NORM,Normal,0.8956228956228957
test,AMI,Anterior,0.7640449438202247
test,IMI,Inferior,0.8117647058823529
test,Lateral-involved MI,Lateral,0.8241206030150754
