,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336
AMI,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336
IMI,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336
LMI,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336,0.0833336
