rank,strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_LMI,val_f1_LMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI
11,frozen_backbone,1,OK,,0.9919468172574326,0.996502391675154,0.7430035004813911,0.7560808025285145,0.754612788072561,0.7560808025285145,0.7182670042607671,0.8962566041037076,1.378399752074439,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_1,33924,512933,0.0661372927848276,0.9908774978279756,0.9971031286210892,0.9385113268608414,0.999015748031496,0.9496663489037178,0.985045609616958,0.995635521510644,0.999288256227758,0.5979711692471971,0.6455331412103746,0.8392277156261277,0.835396921803321,0.991756429984612,0.9980215431963068,0.7263681592039801,0.6757240967452971,0.8424134419551935,0.7662082534896578,0.989517819706499,0.9915966386554622,0.7091633466135459,0.5527950310559007,0.9998594716132658,0.9983756315048932
12,partial_finetune,1,OK,,0.999900300353561,0.9998725580883676,0.7381658392372359,0.7169163116668957,0.7109612013641802,0.7169163116668957,0.7734487813052563,0.9100963658421812,2.388109910142726,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_1,448773,512933,0.8749154372988285,0.999855114459577,0.9997100608872136,0.930618044044518,0.967027559055118,0.9569113441372736,0.995920233368112,0.9999110399430656,1.0,0.458131067961165,0.4351585014409221,0.8545651389390112,0.8129379836657351,0.9998350470116016,0.9997801714662564,0.7013805522208884,0.6978202448492087,0.7510183299389002,0.8323355027703803,1.0,1.0,0.862533692722372,0.9937888198757764,0.992973580663294,0.9991917435644982
13,partial_finetune,2,OK,,0.9998725714712252,0.9987354361048728,0.7322773186873389,0.6974027758691769,0.6913619353579239,0.6974027758691769,0.7459223192741745,0.902099142585834,2.74103940136884,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_2,448773,512933,0.8749154372988285,0.9997101869294304,0.9982598607888632,0.8997506234413966,0.8877952755905512,0.9668255481410868,0.9901959027345127,1.0,0.9982200071199716,0.4277456647398844,0.3838616714697406,0.8713460844460483,0.804807303307101,0.99978009895547,0.998461876510657,0.6909501623605817,0.7306658704090774,0.6723523421588594,0.8136429985787775,1.0,1.0,0.9106628242074928,0.9813664596273292,0.9960652051714446,0.9997503657229444
14,frozen_backbone,5,OK,,0.9926607805225148,0.9986254396587292,0.7317394753658732,0.7676240208877284,0.7651434036060516,0.7676240208877284,0.7056935703170635,0.9043850961191774,1.3438062407725195,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_5,33924,512933,0.0661372927848276,0.9929016369694336,0.9982618771726536,0.9276556776556776,0.9970472440944882,0.9408960915157292,0.9862623664832648,0.996618615411995,0.998217468805704,0.6342112263899974,0.6870317002881844,0.8498736918080115,0.8519082989006143,0.9936228697086312,0.998022412656559,0.7411593734861941,0.6852791878172588,0.8602342158859471,0.7805899593701863,0.9875,1.0,0.6239316239316239,0.453416149068323,1.0,0.998779759722644
15,no_pretrain,3,OK,,1.0,0.9998725759234326,0.7289160174124559,0.7422014566442215,0.7454767965252631,0.7422014566442215,0.8004994934319553,0.9003757518301949,2.8824781511929083,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_3,512933,512933,1.0,1.0,0.9997102289191538,0.9035045607297169,0.9261811023622047,0.9519542421353672,0.9879519208394943,1.0,1.0,0.5786458333333333,0.6403458213256484,0.8206423673763984,0.7943052113439212,1.0,0.9997800747745766,0.7384464110127827,0.6727381307853091,0.8727087576374746,0.823847088744003,1.0,1.0,0.695067264573991,0.9627329192546584,0.9817313097245643,0.9953987863933608
16,frozen_backbone,2,OK,,0.9914943813423724,0.9958155726572422,0.7240577076115354,0.749622097018002,0.746223823001668,0.749622097018002,0.6965247233478219,0.9057443324256224,1.2054710860594784,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_2,33924,512933,0.0661372927848276,0.9892908827785818,0.996523754345307,0.927575965273018,0.999015748031496,0.9399428026692088,0.9839616657784316,0.9944830040932552,0.998217468805704,0.5822925339994449,0.6046109510086455,0.8522194153735113,0.8508687653205234,0.990536971830986,0.9969244288224955,0.7252053063802906,0.6855777844132577,0.8251018329938901,0.7885178586306275,0.9916666666666668,0.9915966386554622,0.6611570247933884,0.4968944099378882,0.9998594716132658,0.9996290399729068
17,frozen_backbone,3,OK,,0.9926124735702724,0.9986094876380928,0.7176838832208436,0.7516833860107187,0.7493074997735798,0.7516833860107187,0.6888126651465765,0.8962490575018623,1.319685033833176,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_3,33924,512933,0.0661372927848276,0.991099211230914,0.9991301826616412,0.93790546802595,0.9960629921259844,0.9504289799809342,0.985034772524264,0.9955476402493322,0.9975026757046022,0.5858310626702997,0.6195965417867435,0.8448213641284735,0.8357293063085456,0.9921363761341764,0.9978050921861282,0.7257224064424443,0.6861749776052553,0.825356415478615,0.7651451492648503,0.9916666666666668,1.0,0.6212765957446809,0.453416149068323,0.9998594716132658,0.9990870019097896
18,frozen_backbone,4,OK,,0.9914617608347484,0.9951284773743678,0.714605335297961,0.7552562869314278,0.7518354842344087,0.7552562869314278,0.6850122088463091,0.8982855182345961,1.2455319249449384,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/frozen_backbone/fold_4,33924,512933,0.0661372927848276,0.990589257275228,0.995937318630296,0.935483870967742,0.999015748031496,0.9469971401334604,0.98303244372218,0.9934105075690116,0.997153024911032,0.5860724233983287,0.6063400576368876,0.8551064597618189,0.8401128609715488,0.9902154793315744,0.9958269273006808,0.7334167709637046,0.6999104210212004,0.8220468431771895,0.7716106625742919,0.99163179916318,0.9915966386554622,0.603448275862069,0.4347826086956521,0.9998594716132658,0.998386105670364
19,no_pretrain,1,OK,,0.9999640129683616,0.9998725580883676,0.6869145712704803,0.6945169712793734,0.7000168579203023,0.6945169712793734,0.6489771374615634,0.8935305909199733,2.7942289681775065,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_1,512933,512933,1.0,1.0,0.9997100608872136,0.8299681190223167,0.7687007874015748,0.9675881792183032,0.9403018810565744,0.9999110241124656,1.0,0.5946360153256705,0.6708933717579251,0.8166726813424756,0.8544337347392768,0.9999450277609808,0.9997801714662564,0.6784260515603799,0.6718423409973127,0.7367617107942973,0.7822985658849435,1.0,1.0,0.6446280991735537,0.484472049689441,0.9995784148397976,0.9970881819990992
20,no_pretrain,2,OK,,1.0,0.9991526744552788,0.674895871138673,0.6624982822591727,0.6625679014171201,0.6624982822591727,0.737704871925585,0.8734282742016007,3.811473407941613,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_2,512933,512933,1.0,1.0,0.9997100608872136,0.8181386514719848,0.8479330708661418,0.9128693994280268,0.969668572618842,1.0,0.998218738867118,0.5059139784946236,0.5423631123919308,0.8116203536629376,0.7895127800594257,1.0,0.998681898066784,0.646119089882201,0.5977903851896088,0.7846232179226069,0.7376478083557179,1.0,1.0,0.7294117647058823,0.9627329192546584,0.9846824058459808,0.9968839357724174
