rank,strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_LMI,val_f1_LMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI
1,no_pretrain,4,OK,,1.0,0.9992023886367772,0.8166619260116257,0.765974989693555,0.7611637211891518,0.765974989693555,0.8414182858650763,0.937138242970662,2.3144229494516235,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_4,512933,512933,1.0,1.0,0.9988399071925754,0.8605492867787949,0.9945866141732284,0.8772163965681602,0.981531482927122,1.0,0.9992877492877492,0.6872870249017038,0.7556195965417868,0.8612414290869722,0.8534227492025788,1.0,0.998681898066784,0.7280993180625983,0.6216781128695132,0.9266802443991852,0.9136223066252566,1.0,1.0,0.9907120743034056,0.9937888198757764,0.9997189432265318,0.9999764331276906
2,full_finetune,5,OK,,1.0,0.9994572596517542,0.8113108661302643,0.7585543493197746,0.7605092175639026,0.7585543493197746,0.8146438961905205,0.9134230854554664,2.835634647318016,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_5,512933,512933,1.0,1.0,0.9994202898550724,0.958011583011583,0.9768700787401576,0.9757864632983794,0.9974872019095802,1.0,0.999288256227758,0.585455500131268,0.6426512968299711,0.826957776975821,0.8370221842737202,1.0,0.9991204925241864,0.720763723150358,0.6763212899372947,0.8291751527494908,0.8192283436889389,1.0,1.0,0.981012658227848,0.9627329192546584,1.0,0.999954611949626
3,full_finetune,3,OK,,1.0,0.9996012128679856,0.8075524457859617,0.7441253263707572,0.7440719881232288,0.7441253263707572,0.8277754290167183,0.9143007468506096,2.997937294051009,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_3,512933,512933,1.0,1.0,0.999420625724218,0.9377340823970036,0.9857283464566928,0.9548141086749286,0.9964456681654068,1.0,0.9996440014239945,0.6135665327345781,0.7481268011527378,0.7838325514254781,0.8408873501487721,1.0,0.99934022432373,0.6820244328097731,0.5834577485816662,0.8912932790224033,0.8198699690882588,1.0,1.0,0.9968847352024922,0.9937888198757764,1.0,1.0
4,no_pretrain,5,OK,,0.999968141196179,0.99956793942976,0.7920686249304931,0.7514085474783565,0.7533017397449574,0.7514085474783565,0.8109922824874499,0.8952825475499754,2.9441784830494284,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/no_pretrain/fold_5,512933,512933,1.0,0.9999275309805058,1.0,0.8921806702282662,0.904035433070866,0.9525262154432792,0.9804734355178912,1.0,0.9989312433202708,0.5960973001871157,0.6426512968299711,0.8392277156261277,0.7801777258701433,0.9999450338042104,0.9993405143987688,0.7415801070192005,0.703493580173186,0.834775967413442,0.820557585052899,1.0,1.0,0.93841642228739,0.9937888198757764,0.9971894322653176,0.9999214437589684
5,full_finetune,4,OK,,1.0,0.9994396840420608,0.7867104683237269,0.7247492098392194,0.7260108027622479,0.7247492098392194,0.7967806942943145,0.9086049689180652,3.142020621119389,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_4,512933,512933,1.0,1.0,0.9991301826616412,0.950858217728662,0.9950787401574804,0.9620591039084844,0.9987308403954273,1.0,0.9992877492877492,0.5554742745671787,0.6564841498559078,0.7785997834716709,0.8240027684842082,1.0,0.999340804218853,0.6659870880054366,0.585249328157659,0.8531059063136456,0.811732527690121,1.0,1.0,0.9745222929936306,0.9503105590062112,1.0,0.9999537391025036
6,full_finetune,2,OK,,1.0,0.999440587840076,0.781853979845067,0.7159543768036278,0.7177407846931225,0.7159543768036278,0.7887843008315217,0.908282717596099,3.567724167103865,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_2,512933,512933,1.0,1.0,0.9997102289191538,0.9475197699496763,0.9729330708661418,0.9687321258341276,0.9958511293095036,1.0,0.9989312433202708,0.5110062893081762,0.5619596541786743,0.8004330566582462,0.8261992518228629,1.0,0.9991208791208792,0.6720051249199231,0.6264556584054942,0.7970977596741344,0.8110813620991524,1.0,1.0,0.9968847352024922,0.9937888198757764,1.0,0.9999991271528774
7,partial_finetune,3,OK,,0.9999003035955036,0.9994397918272374,0.7720851015937615,0.7441253263707572,0.7387186371092899,0.7441253263707572,0.7692564560391858,0.92256841249565,2.2085774205771718,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_3,448773,512933,0.8749154372988285,0.9998550934647152,0.9991306867574616,0.941449814126394,0.9970472440944882,0.9530981887511916,0.9974256040623616,0.9999110557680334,0.999288256227758,0.5195195195195195,0.4985590778097982,0.8682785997834717,0.8458880937499025,0.999835065149266,0.99934022432373,0.7212222054152171,0.7118542848611525,0.7764765784114053,0.8477324218738123,1.0,1.0,0.906148867313916,0.8695652173913043,0.9988757729061272,0.9992275302965236
8,full_finetune,1,OK,,0.9999362857356126,0.9997287036980982,0.7708753230953626,0.6976776144015391,0.7037774973881448,0.6976776144015391,0.773653669716529,0.8854337260311027,3.5939398448067617,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/full_finetune/fold_1,512933,512933,1.0,0.9998550934647152,0.9997100608872136,0.9677260408967726,0.966535433070866,0.9879885605338418,0.9978224949896038,1.0,0.9996445076430855,0.4850448654037886,0.5608069164265129,0.7647058823529411,0.7806377705694112,0.999890049477735,0.9995602462620932,0.64330900243309,0.5921170498656315,0.7879327902240326,0.7634055656337819,1.0,1.0,0.9874213836477987,0.9751552795031057,1.0,0.9998690729316142
9,partial_finetune,4,OK,,0.999326452389122,0.9986596076207204,0.7480791304697993,0.6927305208190189,0.6881795994816577,0.6927305208190189,0.7425256541636256,0.9104653617839384,2.270523447715959,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_4,448773,512933,0.8749154372988285,0.9997826244475038,0.9982578397212544,0.8869969040247678,0.8459645669291339,0.9761677788369876,0.9826276243591572,0.9998220640569396,0.9985754985754984,0.4193861066235864,0.3740634005763689,0.8717069649945868,0.8285119033380931,0.9997801231310466,0.9978050921861282,0.6921063507370161,0.7500746491489997,0.6440936863543788,0.8307227922856262,0.997920997920998,1.0,0.9938271604938272,1.0,0.9997189432265318,0.9999991271528774
10,partial_finetune,5,OK,,0.9998725714712252,0.9969168414408414,0.7476191211978249,0.7247492098392194,0.7224041518388719,0.7247492098392194,0.7709482264143823,0.923478379273096,1.8062162203068184,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260610_231035/transfer_strategies/partial_finetune/fold_5,448773,512933,0.8749154372988285,0.9997101869294304,0.9947613504074504,0.8954329922635388,0.8828740157480315,0.965490943755958,0.9908366986181064,1.0,0.9975062344139652,0.5289966247315128,0.4968299711815562,0.8805485384337784,0.8525793599206272,0.99978009895547,0.9953997809419496,0.7112523472483028,0.7351448193490594,0.7169042769857433,0.8516347783543617,1.0,1.0,0.8547945205479452,0.968944099378882,0.9932546374367622,0.9988626801992884
