split,macro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy
val,0.6609799758365804,0.8268441721433046,0.7413780050655925,0.9311775780564937,0.804922515952598
test,0.6540159855676568,0.8134107163681881,0.7234233087104525,0.929256670480701,0.7921954555817311
