,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126
AMI,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126
IMI,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126
LMI,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126,0.083343126
