split,macro_f1,micro_f1,weighted_f1,balanced_accuracy,macro_auc,accuracy,loss
val,0.9933801009564183,0.9948586118251928,0.9948671105996214,0.9967105263157895,0.9999653009105041,0.9948586118251928,0.015784839755504758
test,0.8009943108513587,0.8256513026052105,0.8219490505428072,0.7867316369417108,0.9728885462091362,0.8256513026052105,0.692323050661412
