,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.083307184,0.08339806,0.08323663,0.083423205,0.08329945,0.08347234,0.083429016,0.08338838,0.08332354,0.08325121,0.083215535,0.083255425
AMI,2.3857801e-06,2.38615e-06,2.3839414e-06,2.3871012e-06,2.3850391e-06,2.3833995e-06,0.2503104,0.2499479,0.24982275,0.2498998,2.3820812e-06,2.385753e-06
IMI,6.26881e-07,6.2679607e-07,0.33319128,0.3334522,0.33335066,6.2656966e-07,6.2682426e-07,6.266341e-07,6.2627765e-07,6.258183e-07,6.2607e-07,6.26662e-07
LMI,0.2498704,0.2500665,2.3819275e-06,2.3867428e-06,2.3841753e-06,2.3947239e-06,2.3912166e-06,2.3848295e-06,2.3820971e-06,2.3823234e-06,0.25007477,0.24996914
