,I,aVL,II,III,aVF,aVR,V1,V2,V3,V4,V5,V6
NORM,0.08336944,0.08330036,0.08340883,0.08337675,0.08340658,0.08333998,0.0832607,0.08323701,0.0832467,0.08330217,0.08336455,0.08338695
AMI,0.007340226,0.007346779,0.0073257647,0.00732986,0.007324125,0.0073098284,0.23523322,0.2355168,0.23546286,0.23515368,0.007324506,0.007332494
IMI,0.0060402816,0.0060430192,0.31508508,0.31538218,0.3151681,0.006046088,0.0060446262,0.0060416046,0.0060396586,0.00603691,0.0060348907,0.006037616
LMI,0.23524436,0.23528963,0.0073389327,0.0073394184,0.007341352,0.007348687,0.00735778,0.0073586404,0.007354554,0.007345959,0.23546232,0.2352183
