split,accuracy,balanced_accuracy,macro_f1,micro_f1,weighted_f1,f1_NORM,sensitivity_NORM,specificity_NORM,auc_NORM,f1_AMI,sensitivity_AMI,specificity_AMI,auc_AMI,f1_IMI,sensitivity_IMI,specificity_IMI,auc_IMI,f1_LMI,sensitivity_LMI,specificity_LMI,auc_LMI,macro_auc,loss
val,0.8035714285714286,0.7981398252184769,0.7999164726131417,0.8035714285714286,0.8055323786140962,0.7764705882352941,0.88,0.8053691275167785,0.8804474272930649,0.7678571428571429,0.7166666666666667,0.9451219512195121,0.9391260162601627,0.8554216867469879,0.797752808988764,0.9555555555555556,0.961464835622139,0.0,0.0,1.0,,0.9270127597251222,0.5610910356044769
test,0.7294589178356713,0.6673938982685061,0.6079310344827586,0.7294589178356713,0.6739565071788138,0.7055702917771883,0.9851851851851852,0.7005494505494505,0.8828245828245829,0.88,0.9072164948453608,0.9626865671641791,0.959737395496743,0.8461538461538461,0.7771739130434783,0.9650793650793651,0.9513457556935818,0.0,0.0,1.0,0.8385368396663577,0.9081111434203163,0.8028749368472663
