strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_LMI,val_f1_LMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI
no_pretrain,1,OK,,0.9924263605816632,0.9900583228642897,0.6399585101508178,0.7061143984220908,0.6901115618760892,0.7061143984220908,0.6333697099055726,0.9228970830071379,1.174326933347262,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_1,512933,512933,1.0,0.9919517102615694,0.9881422924901185,0.9259259259259259,0.8865248226950354,0.9890710382513661,0.9890129054761074,0.9969040247678018,0.9938650306748467,0.8165680473372781,0.711340206185567,0.9926829268292683,0.9437264269549912,0.9893004115226337,0.9933774834437086,0.7136363636363636,0.8532608695652174,0.6934984520123839,0.899969713285772,0.9915492957746479,0.9848484848484849,0.1037037037037037,0.08235294117647059,0.8981042654028436,0.8588792863116812
no_pretrain,2,OK,,0.9819116237721417,0.912961087548723,0.7159490534680752,0.7297830374753451,0.7297285467279163,0.7297830374753451,0.6940981340226756,0.936533657321907,0.775488848516927,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_2,512933,512933,1.0,0.9790209790209791,0.957983193277311,0.842911877394636,0.7801418439716312,0.9726775956284153,0.9567298376157811,0.9845679012345679,0.9364161849710982,0.7796610169491526,0.711340206185567,0.973170731707317,0.9665828513955244,0.9810387469084914,0.9003021148036254,0.7069767441860465,0.8260869565217391,0.7089783281733746,0.8739231390496702,0.9830188679245283,0.8571428571428571,0.5342465753424658,0.4588235294117647,0.9478672985781991,0.9488988012266518
no_pretrain,3,OK,,0.9926729302029051,0.9904476000111642,0.8531156076684763,0.8599605522682445,0.8588325512736361,0.8599605522682445,0.847031601581762,0.9621323581638432,0.6827327463283577,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_3,512933,512933,1.0,0.9909547738693467,1.0,0.9148936170212766,0.9148936170212766,0.9672131147540983,0.9873464325853583,0.9953632148377125,0.9937888198757764,0.7976878612716763,0.711340206185567,0.9829268292682927,0.9678400804626603,0.9909465020576131,0.987012987012987,0.8541666666666666,0.8913043478260869,0.8885448916408669,0.9241486068111454,0.9934272300469483,0.9809885931558935,0.8457142857142858,0.8705882352941177,0.9620853080568721,0.9691943127962086
no_pretrain,4,OK,,0.9887543666616646,0.9909603228771333,0.6711467859205513,0.7218934911242604,0.7045256106353001,0.7218934911242604,0.6645975391882915,0.9322351800137411,1.2392694836361169,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_4,512933,512933,1.0,0.9838056680161943,1.0,0.9078498293515358,0.9432624113475178,0.9480874316939891,0.987966515521451,0.9937888198757764,0.9811320754716981,0.8187134502923976,0.7216494845360825,0.9902439024390244,0.9595423686195625,0.9876746096959738,0.990228013029316,0.6903073286052009,0.7934782608695652,0.7120743034055728,0.875521604522816,0.9897483690587139,0.9924812030075187,0.2677165354330709,0.2,0.9407582938388626,0.9059102313911346
no_pretrain,5,OK,,0.993535387299711,0.960781070732481,0.6907020395953591,0.73767258382643,0.7226615964896559,0.73767258382643,0.6853519052651912,0.933504527212367,1.0758455030076368,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/no_pretrain/fold_5,512933,512933,1.0,0.992964824120603,0.9725490196078431,0.89419795221843,0.9290780141843972,0.9426229508196722,0.9682788823005077,0.9984544049459042,0.9937888198757764,0.7932960893854749,0.7319587628865979,0.973170731707317,0.9828513955242645,0.989282769991756,0.9493670886075949,0.7268292682926829,0.8097826086956522,0.7616099071207431,0.8671086283483644,0.993439550140581,0.9274193548387096,0.3484848484848485,0.27058823529411763,0.943127962085308,0.9157792026763312
frozen_backbone,1,OK,,0.8809627531799517,0.8406513128501347,0.7910193956644133,0.7889546351084813,0.7878149178777685,0.7889546351084813,0.7688340547172835,0.9733224144817921,0.49632523245595145,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_1,33924,512933,0.06613729278482765,0.907843137254902,0.8372093023255814,0.7553648068669528,0.624113475177305,0.9890710382513661,0.9847304576987171,0.886535552193646,0.9012345679012346,0.8143712574850299,0.7010309278350515,0.9951219512195122,0.9843097812421424,0.8751033912324235,0.8174386920980926,0.7919463087248322,0.9619565217391305,0.7337461300309598,0.9498418360479203,0.8543689320388349,0.8067226890756303,0.8023952095808383,0.788235294117647,0.9644549763033176,0.9744075829383886
frozen_backbone,2,OK,,0.8772886420415391,0.818980099103051,0.7473206400685004,0.7514792899408284,0.7507359974087807,0.7514792899408284,0.7157023094197196,0.9702825450500652,0.5231306574048376,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_2,33924,512933,0.06613729278482765,0.9147894221351616,0.8246445497630331,0.7467811158798283,0.6170212765957447,0.9863387978142076,0.9835678021935435,0.8723404255319149,0.8813559322033898,0.8143712574850299,0.7010309278350515,0.9951219512195122,0.9815941664571285,0.8772802653399668,0.8075880758807588,0.7569892473118279,0.9565217391304348,0.6749226006191951,0.9477217660519586,0.8447444551591128,0.7623318385650224,0.6711409395973155,0.5882352941176471,0.966824644549763,0.9682464454976303
frozen_backbone,3,OK,,0.8614602273248022,0.8460427808191364,0.7978171846667379,0.8007889546351085,0.8016657460658159,0.8007889546351085,0.7717603159167097,0.9678044829884764,0.49011923857694545,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_3,33924,512933,0.06613729278482765,0.8985221674876848,0.8986784140969163,0.8306451612903226,0.7304964539007093,0.9890710382513661,0.991163818160679,0.8597560975609756,0.8795180722891566,0.8117647058823529,0.711340206185567,0.9902439024390244,0.9720643701282373,0.8474855729596042,0.8248587570621468,0.7972665148063781,0.9510869565217391,0.7523219814241486,0.9392414860681114,0.8400770712909441,0.7811158798283262,0.7515923566878981,0.6941176470588235,0.9691943127962085,0.9687482575968777
frozen_backbone,4,OK,,0.8738426688208334,0.7929783985566325,0.6476342937362245,0.6942800788954635,0.6760009567212016,0.6942800788954635,0.6301469501320847,0.9707051660335991,0.5586586013818399,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_4,33924,512933,0.06613729278482765,0.9090909090909091,0.819047619047619,0.7400881057268722,0.5957446808510638,0.994535519125683,0.9900786730225168,0.8721109399075501,0.8433734939759037,0.8457142857142858,0.7628865979381443,0.9902439024390244,0.9814684435504148,0.8698517298187809,0.7684210526315789,0.7165991902834008,0.9619565217391305,0.5882352941176471,0.9534257638982366,0.8443170964660937,0.7410714285714286,0.288135593220339,0.2,0.9620853080568721,0.9578477836632283
frozen_backbone,5,OK,,0.8768636666627465,0.8668329430032368,0.6676242996553096,0.7080867850098619,0.6946505952895008,0.7080867850098619,0.6428195392903913,0.9574238933488083,0.5688342078197637,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/5_alpanet_finetune_no_attention/20260613_180950/transfer_strategies/frozen_backbone/fold_5,33924,512933,0.06613729278482765,0.9170731707317074,0.8699551569506726,0.7833333333333333,0.6666666666666666,0.9863387978142076,0.986261287447196,0.8727272727272727,0.9375,0.8143712574850299,0.7010309278350515,0.9951219512195122,0.9711591651998994,0.8764607679465777,0.8169014084507042,0.7227926078028748,0.9565217391304348,0.6068111455108359,0.9132285637367075,0.8411934552454283,0.8429752066115702,0.35,0.24705882352941178,0.966824644549763,0.9590465570114302
