split,macro_f1,micro_f1,weighted_f1,accuracy,loss
val,0.9976275328377966,0.9974293059125964,0.997425536643188,0.9974293059125964,0.008571163672178141
test,0.9114648492477558,0.9038076152304609,0.9036314869029123,0.9038076152304609,0.5282929814557119
