split,label,internal_label,f1_score
val,NORM,Normal,0.992
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9900332225913622
val,Lateral-involved MI,Lateral,0.9888475836431226
test,NORM,Normal,0.9117647058823529
test,AMI,Anterior,0.7261904761904762
test,IMI,Inferior,0.7216981132075472
test,Lateral-involved MI,Lateral,0.32
